temperature,humidity,wind_speed,precipitation,soil_dryness,forest_density,sun_hours,fire
24.932771339636503,29.23734463932689,19.40915148772317,31.72044241551845,73.01336283962233,0.6820585557761787,10.95694647059881,no_fire
27.816982312051927,55.70677129017125,12.675035656301752,25.977469845576724,53.23981059382453,0.4601082149948192,5.666197625748997,no_fire
23.80035250896294,57.928352097311276,20.059317633635207,32.77281757691312,41.8620088159456,0.44901671131739557,6.084841136784453,fire
26.35489668912978,47.184982396368454,21.314764963799764,12.959490716935122,75.501170347451,0.49795946653783124,9.74759698165666,fire
28.69518887513239,58.47131603004301,18.920163056003528,33.4856410661168,56.69414591332842,0.46898610286873743,3.9816406655129053,no_fire
24.220102602032618,37.4874778442611,22.741875973864673,32.66849911970089,64.80843875355625,0.6105737704578553,9.910013441850818,no_fire
17.264008979683652,65.47315809361831,18.77518680271949,40.026020234213014,22.185996901491567,0.46813491261521284,3.734867181112444,fire
25.39395309038651,42.46748698188881,12.223095470505271,35.66164569510293,62.18449155023648,0.6452472078601876,5.940197632450054,no_fire
24.66068372090978,44.261597792263316,4.24622565008217,22.06298661245804,47.74542073076554,0.5324995549688498,8.83823250930343,no_fire
20.199530921183964,70.10732227915672,15.888594086306064,30.17259780806499,19.23550874775436,0.3509233995547163,4.7401071736663365,fire
28.661653108046963,61.4293309834365,21.898358583793165,30.47459797925792,32.915043685943736,0.29198993085367436,7.8609203359441455,fire
34.533640733362404,46.58439933284879,19.64591168866669,18.712306068528548,61.339285655604904,0.34430176815870894,11.46275758911704,fire
29.364500975883033,44.57226069735846,18.300753751618636,26.149712338417512,52.56507302685608,0.43168916269314295,10.702463920227054,no_fire
33.69795243303713,58.100968180565246,19.9054361305412,20.623931319371945,57.44596744580589,0.31394547880680895,7.841308665128335,fire
25.521961786769047,65.03091294785753,21.511868683336793,26.150787214712654,28.9238220426862,0.28183942622529806,7.781254056027501,fire
28.84851619462609,56.19023008254288,23.746668174931173,28.239451073186796,44.129266122620706,0.34152629864489314,8.819862953334036,fire
25.082497957593063,38.86191354881838,20.421636090049525,29.022565135366627,65.23424458844406,0.5873072362410697,9.871603984248107,no_fire
22.349295244760143,73.3085776177248,16.599000940480273,23.707563165220243,28.525728001940966,0.31785703082762906,4.273705518884075,fire
31.332051664270615,69.35697655257495,19.037010874258733,24.361668243298357,30.816229184110217,0.19767338372528914,6.790825638544964,fire
